uri,casNumber,references,type,notation,prefLabel,altLabel,definition,collections,inScheme,theme,seeAlso,topConceptOf
WAC_IV_A_027,1007-28-9|101-21-3|10605-21-7|120-36-5|122-34-9|139-40-2|15545-48-9|15972-60-8|16118-49-3|1698-60-8|1746-81-2|18691-97-9|1912-24-9|1918-00-9|1918-16-7|19937-59-8|2008-58-4|21725-46-2|25057-89-0|26225-79-6|30125-63-4|3060-89-7|314-40-9|330-54-1|330-55-2|34123-59-6|41394-05-2|51218-45-2|51235-04-2|5915-41-3|6190-65-4|67129-08-2|69377-81-7|709-98-8|7286-69-3|7287-19-6|886-50-0|93-65-2|93-72-1|93-76-5|94-74-6|94-75-7|94-81-5|94-82-6,chemische_stof:AAEVYOVXGOFMJO-UHFFFAOYSA-N|chemische_stof:AMRQXHFXNZFDCH-VIFPVBQESA-N|chemische_stof:BZRUVKZGXNSXMB-UHFFFAOYSA-N|chemische_stof:CAWXEEYDBZRFPE-UHFFFAOYSA-N|chemische_stof:CTSLUCNDVMMDHG-UHFFFAOYSA-N|chemische_stof:CWJSHJJYOPWUGX-UHFFFAOYSA-N|chemische_stof:DFWFIQKMSFGDCQ-UHFFFAOYSA-N|chemische_stof:DSRNRYQBBJQVCW-UHFFFAOYSA-N|chemische_stof:FZXISNSWEXTPMF-UHFFFAOYSA-N|chemische_stof:IRCMYGHHKLLGHV-UHFFFAOYSA-N|chemische_stof:IROINLKCQGIITA-UHFFFAOYSA-N|chemische_stof:IVENSCMCQBJAKW-UHFFFAOYSA-N|chemische_stof:IWEDIXLBFLAXBO-UHFFFAOYSA-N|chemische_stof:JHSPCUHPSIUQRB-UHFFFAOYSA-N|chemische_stof:JXCGFZXSOMJFOA-UHFFFAOYSA-N|chemische_stof:LFULEKSKNZEWOE-UHFFFAOYSA-N|chemische_stof:LKJPSUCKSLORMF-UHFFFAOYSA-N|chemische_stof:LLWADFLAOKUBDR-UHFFFAOYSA-N|chemische_stof:LMKQNTMFZLAJDV-UHFFFAOYSA-N|chemische_stof:MEFQWPUMEMWTJP-UHFFFAOYSA-N|chemische_stof:MFOUDYKPLGXPGO-UHFFFAOYSA-N|chemische_stof:MXWJVTOOROXGIU-UHFFFAOYSA-N|chemische_stof:MZHCENGPTKEIGP-UHFFFAOYSA-N|chemische_stof:MZZBPDKVEFVLFF-UHFFFAOYSA-N|chemische_stof:ODCWYMIRDDJXKW-UHFFFAOYSA-N|chemische_stof:OVSKIKFHRZPJSS-UHFFFAOYSA-N|chemische_stof:PUIYMUZLKQOUOZ-UHFFFAOYSA-N|chemische_stof:RRVIAQKBTUQODI-UHFFFAOYSA-N|chemische_stof:SMYMJHWAQXWPDB-UHFFFAOYSA-N|chemische_stof:STEPQTYSZVCJPV-UHFFFAOYSA-N|chemische_stof:TWFZGCMQGLPBSX-UHFFFAOYSA-N|chemische_stof:VHCNQEUWZYOAEV-UHFFFAOYSA-N|chemische_stof:WHKUVVPPKQRRBV-UHFFFAOYSA-N|chemische_stof:WJNRPILHGGKWCK-UHFFFAOYSA-N|chemische_stof:WLFDQEVORAMCIM-UHFFFAOYSA-N|chemische_stof:WNTGYJSOUMFZEP-UHFFFAOYSA-N|chemische_stof:WVQBLGZPHOPPFO-UHFFFAOYSA-N|chemische_stof:WYKYKTKDBLFHCY-UHFFFAOYSA-N|chemische_stof:XCSGPAVHZFQHGE-UHFFFAOYSA-N|chemische_stof:XKJMBINCVNINCA-UHFFFAOYSA-N|chemische_stof:XMTQQYYKAHVGBJ-UHFFFAOYSA-N|chemische_stof:YIVXMZJTEQBPQO-UHFFFAOYSA-N|chemische_stof:ZLSWBLPERHFHIS-UHFFFAOYSA-N|chemische_stof:ZOMSMJKLGFBRBS-UHFFFAOYSA-N,skos:Concept,WAC/IV/A/027,Bepaling van pesticiden in water met LC-MS,,"Deze procedure beschrijft een methode voor de extractie, zuivering en analyse van polaire pesticiden in water. De methode is toepasbaar op grondwater, oppervlaktewater en drinkwater vanaf een concentratie van 20 ng/l en op afvalwater vanaf 50 ng/l.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_A_027.pdf,conceptscheme:observatieprocedure
WAC_IV_A_028,101-21-3|1024-57-3|1031-07-8|115-32-2|117-18-0|121-75-5|122-14-5|126-75-0|13071-79-9|13194-48-4|1582-09-8|2104-96-3|24017-47-8|26225-79-6|2642-71-9|280474-83-9|2921-88-2|29232-93-7|297-78-9|298-00-0|30125-63-4|309-00-2|319-84-6|319-85-7|319-86-8|33213-65-9|333-41-5|3424-82-6|465-73-6|470-90-6|4824-78-6|50-29-3|5103-71-9|5103-74-2|53-19-0|55-38-9|5598-13-0|56-38-2|56-72-4|58-89-9|60-51-5|60-57-1|62-73-7|72-20-8|72-43-5|72-54-8|72-55-9|76-44-8|7786-34-7|789-02-6|82-68-8|86-50-0|944-22-9|950-37-8|959-98-8,chemische_stof:AAPVQEMYVNZIOO-UHFFFAOYSA-N|chemische_stof:AHJKRLASYNVKDZ-UHFFFAOYSA-N|chemische_stof:AMFGTOFWMRQMEM-UHFFFAOYSA-N|chemische_stof:BIWJNBZANLAXMG-UHFFFAOYSA-N|chemische_stof:BXNANOICGRISHX-UHFFFAOYSA-N|chemische_stof:CJJOSEISRRTUQB-UHFFFAOYSA-N|chemische_stof:CVUGPAFCQJIYDT-UHFFFAOYSA-N|chemische_stof:CWJSHJJYOPWUGX-UHFFFAOYSA-N|chemische_stof:DFBKLUNHFCTMDC-PICURKEMSA-N|chemische_stof:DFBKLUNHFCTMDC-UHFFFAOYSA-N|chemische_stof:FHIVAFMUCKRCQO-UHFFFAOYSA-N|chemische_stof:FRCCEHPWNOQAEU-UHFFFAOYSA-N|chemische_stof:GEPDYQSQVLXLEU-AATRIKPKSA-N|chemische_stof:GRPRVIYRYGLIJU-UHFFFAOYSA-N|chemische_stof:HRBKVYFZANMGRE-UHFFFAOYSA-N|chemische_stof:IAKOZHOLGAGEJT-UHFFFAOYSA-N|chemische_stof:IRCMYGHHKLLGHV-UHFFFAOYSA-N|chemische_stof:JLYXXMFPNIAWKQ-CDRYSYESSA-N|chemische_stof:JLYXXMFPNIAWKQ-GNIYUCBRSA-N|chemische_stof:JLYXXMFPNIAWKQ-GPIVLXJGSA-N|chemische_stof:JLYXXMFPNIAWKQ-SHFUYGGZSA-N|chemische_stof:JWBOIMRXGHLCPP-UHFFFAOYSA-N|chemische_stof:JXSJBGJIGXNWCI-UHFFFAOYSA-N|chemische_stof:KVGLBTYUCJYMND-UHFFFAOYSA-N|chemische_stof:KWGUFOITWDSNQY-UHFFFAOYSA-N|chemische_stof:LCCNCVORNKJIRZ-UHFFFAOYSA-N|chemische_stof:LKPLKUMXSAEKID-UHFFFAOYSA-N|chemische_stof:LMKQNTMFZLAJDV-UHFFFAOYSA-N|chemische_stof:LRWHHSXTGZSMSN-UHFFFAOYSA-N|chemische_stof:MCWXGJITAZMZEV-UHFFFAOYSA-N|chemische_stof:MEBQXILRKZHVCX-UHFFFAOYSA-N|chemische_stof:NYQDCVLCJXRDSK-UHFFFAOYSA-N|chemische_stof:OEBRKCOSUFCWJD-UHFFFAOYSA-N|chemische_stof:PNVJTZOFSHSLTO-UHFFFAOYSA-N|chemische_stof:QBYJBZPUGVGKQQ-SEIHLVFNSA-N|chemische_stof:QBYJBZPUGVGKQQ-UHFFFAOYSA-N|chemische_stof:QHOQHJPRIBSPCY-UHFFFAOYSA-N|chemische_stof:RDYMFSUJUZBWLH-GDSHQCHSSA-N|chemische_stof:RDYMFSUJUZBWLH-VQDHCCOSSA-N|chemische_stof:RLBIQVVOMOPOHC-UHFFFAOYSA-N|chemische_stof:RQVGAIADHNPSME-UHFFFAOYSA-N|chemische_stof:SBPBAQFWLVIOKP-UHFFFAOYSA-N|chemische_stof:UCNVFOCBFJOQAL-UHFFFAOYSA-N|chemische_stof:UOAMTSKGCBMZTC-UHFFFAOYSA-N|chemische_stof:VJYFKVYYMZPMAB-UHFFFAOYSA-N|chemische_stof:XLNZEKHULJKQBA-UHFFFAOYSA-N|chemische_stof:XQTLDIFVVHJORV-UHFFFAOYSA-N|chemische_stof:YVGGHNCTFXOJCH-UHFFFAOYSA-N|chemische_stof:ZDYJWDIWLRZXDB-UHFFFAOYSA-N|chemische_stof:ZNOLGFHPUIJIMJ-UHFFFAOYSA-N|chemische_stof:ZSDSQXJSNMTJDA-UHFFFAOYSA-N|chemische_stof:ZXFXBSWRVIQKOD-UHFFFAOYSA-N,skos:Concept,WAC/IV/A/028,Bepaling van pesticiden in water met GC-MS,,"Deze procedure beschrijft een methode voor de extractie, zuivering en analyse van gaschromatografeerbare pesticiden in water. De methode is toepasbaar op drinkwater, grondwater, oppervlaktewater en afvalwater. De bepalingsgrenzen zijn voor de meeste pesticiden lager dan 25 ng/l.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_A_028.pdf,conceptscheme:observatieprocedure
WAC_IV_A_029,1066-51-9|1071-83-6|40465-66-5,chemische_stof:MGRVRXRGTBOSHW-UHFFFAOYSA-N|chemische_stof:XDDAORKBJWWYJS-UHFFFAOYSA-N,skos:Concept,WAC/IV/A/029,Bepaling van glyfosaat en AMPA in water met LC-MS,,"Deze procedure beschrijft een methode voor de extractie, zuivering en analyse van glyfosaat en AMPA (aminomethylfosfonzuur) in water. De methode is toepasbaar op grondwater, oppervlaktewater en drinkwater vanaf een concentratie van 25 ng/l.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_A_029.pdf,conceptscheme:observatieprocedure
WAC_IV_A_030,1163-19-5|189084-64-8|207122-15-4|207122-16-5|3194-55-6|41318-75-6|5436-43-1|60348-60-9|68631-49-2|84852-53-9,chemische_stof:DEIGXXQKDWULML-UHFFFAOYSA-N|chemische_stof:NSKIRYMHNFTRLR-UHFFFAOYSA-N|chemische_stof:RZXIRSKYBISPGF-UHFFFAOYSA-N|chemische_stof:WHHGLZMJPXIBIX-UHFFFAOYSA-N|chemische_stof:WHPVYXDFIXRKLN-UHFFFAOYSA-N|chemische_stof:XYBSIYMGXVUVGY-UHFFFAOYSA-N,skos:Concept,WAC/IV/A/030,Bepaling van gebromeerde brandvertragers in water,,"Deze procedure beschrijft een methode voor de extractie, zuivering en analyse van een aantal gebromeerde brandvertragers in water. De methode is toepasbaar op grondwater, oppervlaktewater, drinkwater en afvalwater. ",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_A_030.pdf,conceptscheme:observatieprocedure
WAC_IV_A_031,1461-25-2,chemische_stof:AFCAKJKUYFLYFK-UHFFFAOYSA-N|sommatie_stoffen:dbt|sommatie_stoffen:tbt|sommatie_stoffen:tpht,skos:Concept,WAC/IV/A/031,Bepaling van organotinverbindingen in water,,"Deze procedure beschrijft een methode voor de bepaling van organotinverbindingen (OT) in water. De volgende componenten dienen bepaald te worden: dibutyltin (DBT), tributyltin (TBT), tetrabutyltin (TeBT) en triphenyltin (TPhT).",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_A_031.pdf,conceptscheme:observatieprocedure
WAC_IV_B_001,,,skos:Concept,WAC/IV/B/001,Bepaling van de fenolindex met behulp van continue doorstroomanalyse,,"Deze procedure beschrijft de bepaling van de fenolindex in water (bijvoorbeeld grond-, drink, oppervlakte- en afvalwater). De term fenolindex omvat de fenolen welke na stoomdestillatie bij pH 1.4 en zonder chloroform extractie reageren met 4-aminoantipyrine.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_B_001.pdf,conceptscheme:observatieprocedure
WAC_IV_B_005,,sommatie_stoffen:es_pe,skos:Concept,WAC/IV/B/005,Bepaling van petroleumetherextraheerbare stoffen in water,,Deze procedure beschrijft de gravimetrische bepaling van met petroleumetherextraheerbare organische verbindingen in water.,collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_B_005.pdf,conceptscheme:observatieprocedure
WAC_IV_B_010,309-00-2,chemische_stof:QBYJBZPUGVGKQQ-UHFFFAOYSA-N|sommatie_stoffen:eox,skos:Concept,WAC/IV/B/010,Extraheerbare organische halogeenverbindingen (EOX) in water,,"De beschreven methode laat toe het halogeengehalte van met petroleumether uit water extraheerbare, niet vluchtige organohalogeenverbindingen (EOX) te bepalen. De beschreven methode is toepasbaar voor de bepaling van het EOX gehalte in niet gefilterde watermonsters waaronder drinkwater, oppervlaktewater en afvalwater vanaf een gehalte van 1 µg Cl/l.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_B_010.pdf,conceptscheme:observatieprocedure
WAC_IV_B_011,,sommatie_stoffen:aox,skos:Concept,WAC/IV/B/011,Adsorbeerbare organische halogeenverbindingen (AOX) in water,,"Deze procedure beschrijft de bepaling van aan actieve kool adsorbeerbare organische halogeenverbindingen (AOX) in waters die meer dan 10 µg/l organisch gebonden halogenen Cl, Br, I (bepaald als chloride) bevatte. Deze procedure is gebaseerd op ISO 9562:2004.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_B_011.pdf,conceptscheme:observatieprocedure
WAC_IV_B_012,,sommatie_stoffen:pox,skos:Concept,WAC/IV/B/012,Purgeerbare organische halogeenverbindingen (POX) in water,,"Bepaling van purgeerbare organisch gebonden halogenen die meer dan 10 µg/l aan organisch gebonden halogenen Cl, Br, I (bepaald als chloride) bevatten.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_B_012.pdf,conceptscheme:observatieprocedure
WAC_IV_B_020,,,skos:Concept,WAC/IV/B/020,Organische screening,,"Deze procedure beschrijft een werkwijze voor de identificatie en semi-kwantitatieve bepaling van de aanwezige organische verbindingen in oppervlaktewater, grondwater, drinkwater en afvalwater.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_B_020.pdf,conceptscheme:observatieprocedure
WAC_IV_B_021,,,skos:Concept,WAC/IV/B/021,Organische screening: Leidraad voor de identificatie van organische verbindingen in water met behulp UHPLC-HRMS,,"Dit document beschrijft de werkwijze die gevolgd kan worden bij de detectie en identificatie van onbekende semi-polaire en polaire verbindingen in water (suspect en unknown screening) met behulp van een ultrahoge druk vloeistofchromatograaf gekoppeld aan een hoge resolutie massa spectrometer (UHPLC-HRMS). De methode is toepasbaar op grondwater, oppervlaktewater en drinkwater en op effluenten van bedrijven en rioolwaterzuiveringsinstallaties.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_B_021.pdf,conceptscheme:observatieprocedure
WAC_IV_B_022,,,skos:Concept,WAC/IV/B/022,Kwalitatieve GC screening,,"Deze procedure is nieuw en beschrijft een werkwijze voor de identificatie van de aanwezige gaschromatografeerbare organische verbindingen in oppervlaktewater, grondwater, drinkwater en afvalwater.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_B_022.pdf,conceptscheme:observatieprocedure
WAC_IV_B_025,,sommatie_stoffen:m_ol_kws|sommatie_stoffen:min_oliec10-c40|sommatie_stoffen:min_oliec6-c10|sommatie_stoffen:persist__min__olie|sommatie_stoffen:benzine|sommatie_stoffen:diesel|sommatie_stoffen:dieselolie|sommatie_stoffen:mineraleolievluchtigtotaal|sommatie_stoffen:mineraleoliegroterdanc15|sommatie_stoffen:mineraleoliec10-c12|sommatie_stoffen:mineraleoliec10-c16|sommatie_stoffen:mineraleoliec10-c20|sommatie_stoffen:mineraleoliec10-c25|sommatie_stoffen:mineraleoliec10-c40|sommatie_stoffen:mineraleoliec12-c14|sommatie_stoffen:mineraleoliec12-c16|sommatie_stoffen:mineraleoliec12-c22|sommatie_stoffen:mineraleoliec14-c20|sommatie_stoffen:mineraleoliec16-c20|sommatie_stoffen:mineraleoliec16-c22|sommatie_stoffen:mineraleoliec17|sommatie_stoffen:mineraleoliec2-c6|sommatie_stoffen:mineraleoliec20-c24|sommatie_stoffen:mineraleoliec20-c26|sommatie_stoffen:mineraleoliec20-c30|sommatie_stoffen:mineraleoliec22-c30|sommatie_stoffen:mineraleoliec24-c28|sommatie_stoffen:mineraleoliec25-c40|sommatie_stoffen:mineraleoliec26-c34|sommatie_stoffen:mineraleoliec28-c32|sommatie_stoffen:mineraleoliec30-c36|sommatie_stoffen:mineraleoliec30-c40|sommatie_stoffen:mineraleoliec32-c36|sommatie_stoffen:mineraleoliec34-c40|sommatie_stoffen:mineraleoliec36-c40|sommatie_stoffen:mineraleoliec5-c8|sommatie_stoffen:mineraleoliec5-c9|sommatie_stoffen:mineraleoliec6-c10|sommatie_stoffen:mineraleoliec6-c12|sommatie_stoffen:mineraleoliec6-c16|sommatie_stoffen:mineraleoliec6-c40|sommatie_stoffen:mineraleoliec6-c8|sommatie_stoffen:mineraleoliec8-c10|sommatie_stoffen:mineraleoliec8-c12|sommatie_stoffen:mineraleoliec9-c15|sommatie_stoffen:mineraleoliekleinerdanc25,skos:Concept,WAC/IV/B/025,Bepaling van minerale olie in water met gaschromatografie,,"Deze methode beschrijft de kwantitatieve bepaling van het minerale olie gehalte in oppervlaktewater, grondwater, drinkwater en afvalwater met behulp van gaschromatografie. Onder minerale olie wordt het geheel aan verbindingen bedoeld die met hexaan extraheerbaar zijn uit water, die niet adsorberen aan florisil en die gaschromatografeerbaar zijn met retentietijden gelegen tussen de retentietijden van ndecaan en n-tetracontaan (op een apolaire kolom).",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_B_025.pdf,conceptscheme:observatieprocedure
WAC_IV_B_026,,,skos:Concept,WAC/IV/B/026,Bepaling van tetrachlooretheenextraheerbare stoffen in water met IR-spectrofotometrie,,"Deze procedure beschrijft een methode voor de kwantitatieve bepaling van met tetrachlooretheen (TCE) extraheerbare organische verbindingen in water met behulp van infraroodspectrometrie. De procedure is van toepassing voor de bepaling van olie van dierlijke, plantaardige en minerale oorsprong in oppervlaktewater, grondwater, drinkwater en afvalwater.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_B_026.pdf,conceptscheme:observatieprocedure
WAC_IV_B_040,1605-72-7|75-09-2,chemische_stof:YMWUJEATGCHHMB-UHFFFAOYSA-N,skos:Concept,WAC/IV/B/040,Gelpermeatiechromatografie (GPC) voor de zuivering van monsterextracten bij de bepaling van organische parameters,,Gelpermeatiechromatografie (GPC) is een scheidingstechniek die gebaseerd is op deeltjesgrootte. Deze procedure beschrijft de toepassing van GPC als zuiveringsmethode voor extracten van waterstalen ter bepaling van organische parameters.,collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_B_040.pdf,conceptscheme:observatieprocedure
WAC_V_A_001,,,skos:Concept,WAC/V/A/001,Bepaling van totaal kiemgetal,,"De procedure is van toepassing bij het bacteriologisch onderzoek van drinkwater, mineraal water, grondwater, afvalwater, oppervlaktewater en recreatiewater. Bepaling van de parameter totaal kiemgetal in water bij 22°C en 36°C (ISO 6222).",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_V_A_001.pdf,conceptscheme:observatieprocedure
WAC_V_A_002,,,skos:Concept,WAC/V/A/002,Bepaling van totale coliformen en E.coli,,"De procedure is van toepassing bij het bacteriologisch onderzoek van drinkwater, […] grondwater, oppervlaktewater (incl. recreatiewater) en afvalwater.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_V_A_002.pdf,conceptscheme:observatieprocedure
WAC_V_A_003,,,skos:Concept,WAC/V/A/003,Bepaling van enterokokken,,"De procedure is van toepassing bij het bacteriologisch onderzoek van drinkwater, mineraal water enerzijds en grondwater, oppervlaktewater, recreatiewater, en afvalwater anderzijds.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_V_A_003.pdf,conceptscheme:observatieprocedure
WAC_V_A_004,,,skos:Concept,WAC/V/A/004,Bepaling van Salmonella spp.,,"De procedure is van toepassing bij het bacteriologisch onderzoek van drinkwater, mineraal water enerzijds en grondwater, oppervlaktewater en recreatiewater, en afvalwater anderzijds.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_V_A_004.pdf,conceptscheme:observatieprocedure
WAC_V_A_005,,,skos:Concept,WAC/V/A/005,Bepaling van Legionella in drinkwater en in koeltorenwater,,Deze procedure beschrijft methodes voor het aantonen en kwantificeren van Legionella in drinkwater en in koeltorenwater conform ISO 11731:2017.,collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_V_A_005.pdf,conceptscheme:observatieprocedure
WAC_V_A_006,,,skos:Concept,WAC/V/A/006,Bepaling van Pseudomonas aeruginosa,,"Dit voorschrift volgt de ISO 16266:2006 procedure, die een methode geeft voor het aantonen en kwantificeren van Pseudomonas aeruginosa in water. De procedure is van toepassing bij het onderzoek van flessenwater alsook bijvoorbeeld van water bestemd voor menselijke consumptie, recreatiewater en zwemwater.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_V_A_006.pdf,conceptscheme:observatieprocedure
WAC_V_A_007,,,skos:Concept,WAC/V/A/007,Bepaling van Clostridium perfringens,,"Deze procedure beschrijft een methode voor het kwantificeren van de parameter Clostridium perfringens in water via membraanfiltratie op selectieve media. De procedure is van toepassing bij het onderzoek van water bestemd voor menselijke consumptie enerzijds en oa. oppervlaktewater, recreatiewater anderzijds.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_V_A_007.pdf,conceptscheme:observatieprocedure
WAC_V_A_008,,,skos:Concept,WAC/V/A/008,Bepaling van coagulase positieve stafylokokken,,De procedure beschrijft de bepaling van de parameter coagulase positieve stafylokokken in water via membraanfiltratie op de voedingsbodems. ,collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_V_A_008.pdf,conceptscheme:observatieprocedure
WAC_V_A_009,,,skos:Concept,WAC/V/A/009,Bepaling van de meetonzekerheid bij microbiologische analyses,,"Voor de bepaling van de meetonzekerheid bij microbiologische analyses kunnen de drie volgende procedures gevolgd worden, namelijk ISO 29201:2012 Water quality - The variability of test results and the uncertainty of measurement of microbiological enumeration methods, National Standard Method Uncertainty of measurement in testing - Issue : 30.08.05 SOP from the Health Protection Agency  en ISO 19036:2019 Microbiology of the food chain — Estimation of measurement uncertainty for quantitative determinations. ",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_V_A_009.pdf,conceptscheme:observatieprocedure
WAC_V_B_001,,,skos:Concept,WAC/V/B/001,Ecotoxiciteitstest met invertebraten: acute toxiciteit voor de watervlo (Daphnia magna) of het pekelkreeftje (Artemia franciscana),,Deze procedure beschrijft de werkwijze om de acute toxiciteit voor 2 soorten van aquatische invertebraten (kreeftachtigen) te bepalen. Deze organismen vertegenwoordigen het trofische niveau van de primaire consumenten in het aquatisch ecosysteem.,collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_V_B_001.pdf,conceptscheme:observatieprocedure
WAC_V_B_002,,,skos:Concept,WAC/V/B/002,Ecotoxiciteitstest met vissen: acute toxiciteit voor zebravisembryo (Danio rerio),,"Deze procedure beschrijft de werkwijze om de acute toxiciteit voor vissen met het zebravisembryo als testorganisme te bepalen en ze maakt deel uit van het erkenningspakket “W.9.2.2, acute toxiciteit voor vissen”. Vissen vertegenwoordigen een belangrijk trofisch niveau, als primaire of secundaire consumenten in het aquatisch ecosysteem.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_V_B_002.pdf,conceptscheme:observatieprocedure
WAC_V_B_003,14158-23-7|14798-03-9|14808-79-8|16887-00-6|18785-72-3|6684-80-6,chemische_stof:QAOWNCQODCNURD-UHFFFAOYSA-L|chemische_stof:QGZKDVFQNNGYKY-UHFFFAOYSA-O|chemische_stof:VEXZGXHMUGYJMC-UHFFFAOYSA-M,skos:Concept,WAC/V/B/003,Ecotoxiciteitstest met algen: groei-inhibitietest met de zoetwateralg (Pseudokirchneriella subcapitata) of de mariene alg (Phaeodactylum tricornutum),,Deze procedure beschrijft de werkwijze om de acute en chronische toxiciteit voor 2 soorten van ééncellige algen te bepalen. Deze test wordt als een chronische test beschouwd omdat de generatietijd korter is dan de blootstellingsduur. De test op algen wordt gebruikt om de toxiciteit voor het trofische niveau van de primaire producenten te meten.,collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_V_B_003.pdf,conceptscheme:observatieprocedure
WAC_V_B_004,,,skos:Concept,WAC/V/B/004,Ecotoxiciteitstest met bacterie: acute toxiciteit voor de luminescente bacterie (Aliivibrio fischeri),,Deze procedure beschrijft de werkwijze om de acute toxiciteit voor de zoutwaterbacterie Aliivibrio fischeri (vroeger ook Vibrio fischeri of Photobacterium fischeri genoemd) te evalueren. Deze test heeft tot doel de acute toxiciteit voor het trofische niveau van micro-organismen (reducenten) in te schatten.,collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_V_B_004.pdf,conceptscheme:observatieprocedure
WAC_V_B_005,,,skos:Concept,WAC/V/B/005,Zahn-Wellens test op afvalwaters: bioelimineerbaarheid van DOC en toxiciteit na 7 tot 28 dagen behandeling,,Deze procedure beschrijft een simulatie van afbraak van organische koolstofverbindingen ter hoogte van een biologische waterzuiveringsinstallatie (WZI).,collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_V_B_005.pdf,conceptscheme:observatieprocedure
WAC_V_B_007,,,skos:Concept,WAC/V/B/007,Ecotoxiciteitstest met vissen: acute toxiciteit voor forel (Oncorhynchus mykiss),,"Deze procedure beschrijft de werkwijze om de acute toxiciteit voor vissen met juveniele forel als testorganisme te bepalen en ze maakt deel uit van het erkenningspakket “W.9.2.2, acute toxiciteit voor vissen”. Vissen vertegenwoordigen een belangrijk trofisch niveau, als primaire of secundaire consumenten in het aquatisch ecosysteem.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_V_B_007.pdf,conceptscheme:observatieprocedure
WAC_V_C_001,,,skos:Concept,WAC/V/C/001,BBI berekening op basis van op het veld verzamelde macro-invertebraten,,"Dit protocol is gebaseerd op het protocol voor de bepaling van de Belgische Biotische Index (BBI) zoals beschreven in de Belgische norm NBN T92-402. De lokale algemene waterkwaliteit wordt aan de hand van de biodiversiteit van de aquatische macro-invertebrata die men op de monsternameplaats aantreft, gekwantificeerd in een index tussen 0-10. ",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_V_C_001.pdf,conceptscheme:observatieprocedure
